Date,Temperature,State
2018-04,24.1,Northern Territory
2019-04,24.5,Northern Territory
2020-04,25.1,Northern Territory
2021-04,24.1,Northern Territory
2022-04,25.2,Northern Territory
2023-04,24.4,Northern Territory
2010-05,24.3,Northern Territory
2011-05,19.9,Northern Territory
2012-05,21.2,Northern Territory
2013-05,23.7,Northern Territory
2014-05,23.3,Northern Territory
2015-05,21,Northern Territory
2016-05,24.7,Northern Territory
2017-05,22.6,Northern Territory
2018-05,21.8,Northern Territory
2019-05,22.9,Northern Territory
2020-05,22.4,Northern Territory
2021-05,22,Northern Territory
2022-05,24,Northern Territory
2023-05,20.7,Northern Territory
2010-06,20.2,Northern Territory
2011-06,16.1,Northern Territory
2012-06,17.5,Northern Territory
2013-06,21.6,Northern Territory
2014-06,20,Northern Territory
2015-06,21,Northern Territory
2016-06,23,Northern Territory
2017-06,20,Northern Territory
2018-06,20.1,Northern Territory
2019-06,19,Northern Territory
2020-06,21.1,Northern Territory
2021-06,21.1,Northern Territory
2022-06,21.6,Northern Territory
2023-06,21.6,Northern Territory
2010-07,22.3,Northern Territory
2011-07,19.3,Northern Territory
2012-07,18.7,Northern Territory
2013-07,20,Northern Territory
2014-07,18.9,Northern Territory
2015-07,18.9,Northern Territory
2016-07,19.8,Northern Territory
2017-07,21.1,Northern Territory
2018-07,20,Northern Territory
2019-07,18.5,Northern Territory
2020-07,19.2,Northern Territory
2021-07,20.6,Northern Territory
2022-07,17,Northern Territory
2023-07,20.4,Northern Territory
2010-08,21.4,Northern Territory
2011-08,18.7,Northern Territory
2012-08,17.8,Northern Territory
2013-08,19.4,Northern Territory
2014-08,17.8,Northern Territory
2015-08,19.7,Northern Territory
2016-08,20.2,Northern Territory
2017-08,20.2,Northern Territory
2018-08,20.1,Northern Territory
2019-08,19.4,Northern Territory
2020-08,21,Northern Territory
2021-08,21.5,Northern Territory
2022-08,20.8,Northern Territory
2023-08,20.8,Northern Territory
2010-09,24.4,Northern Territory
2011-09,21.9,Northern Territory
2012-09,21.9,Northern Territory
2013-09,23.3,Northern Territory
2014-09,21,Northern Territory
2015-09,22.1,Northern Territory
2016-09,24.7,Northern Territory
2017-09,22.5,Northern Territory
2018-09,22.9,Northern Territory
2019-09,21.2,Northern Territory
2020-09,23.7,Northern Territory
2021-09,24,Northern Territory
2022-09,24.8,Northern Territory
2023-09,22.4,Northern Territory
2010-10,24.5,Northern Territory
2011-10,24.5,Northern Territory
2012-10,24.3,Northern Territory
2013-10,24.7,Northern Territory
2014-10,23.6,Northern Territory
2015-10,24.1,Northern Territory
2016-10,24.6,Northern Territory
2017-10,25.4,Northern Territory
2018-10,25.2,Northern Territory
2019-10,24.2,Northern Territory
2020-10,25.3,Northern Territory
2021-10,26.6,Northern Territory
2022-10,26.1,Northern Territory
2023-10,25.4,Northern Territory
2010-11,24.7,Northern Territory
2011-11,24.7,Northern Territory
2012-11,25.4,Northern Territory
2013-11,24.5,Northern Territory
2014-11,25.1,Northern Territory
2015-11,25.9,Northern Territory
2016-11,25.5,Northern Territory
2017-11,24.7,Northern Territory
2018-11,25.5,Northern Territory
2019-11,25.6,Northern Territory
2020-11,25.8,Northern Territory
2021-11,25.8,Northern Territory
2022-11,25.6,Northern Territory
2023-11,26,Northern Territory
2010-12,24.5,Northern Territory
2011-12,25.7,Northern Territory
2012-12,25.4,Northern Territory
2013-12,25,Northern Territory
2014-12,26.6,Northern Territory
2015-12,25.2,Northern Territory
2016-12,25.2,Northern Territory
2017-12,25.9,Northern Territory
2018-12,27.1,Northern Territory
2019-12,26.2,Northern Territory
2020-12,25,Northern Territory
2021-12,25.8,Northern Territory
2022-12,25.4,Northern Territory
2023-12,26.5,Northern Territory
2010-01,21.9,Queensland
2011-01,21.2,Queensland
2012-01,20.7,Queensland
2013-01,22.3,Queensland
2014-01,21.5,Queensland
2015-01,22.5,Queensland
2016-01,20.9,Queensland
2017-01,23,Queensland
2018-01,21.6,Queensland
2019-01,22.7,Queensland
2020-01,23.1,Queensland
2021-01,21.3,Queensland
2022-01,21.7,Queensland
2023-01,20.9,Queensland
2010-02,22,Queensland
2011-02,21.7,Queensland
2012-02,21.1,Queensland
2013-02,20.6,Queensland
2014-02,21.2,Queensland
2015-02,20.9,Queensland
2016-02,22,Queensland
2017-02,22.7,Queensland
2018-02,21.2,Queensland
2019-02,22,Queensland
2020-02,22.3,Queensland
2021-02,21.5,Queensland
2022-02,20.5,Queensland
2023-02,21.5,Queensland
2010-03,20.4,Queensland
2011-03,20.3,Queensland
2012-03,19.7,Queensland
2013-03,19.9,Queensland
2014-03,20.1,Queensland
2015-03,21.3,Queensland
2016-03,20.7,Queensland
2017-03,22,Queensland
2018-03,20.8,Queensland
2019-03,21.5,Queensland
2020-03,20.1,Queensland
2021-03,20.6,Queensland
2022-03,20.2,Queensland
2023-03,21.5,Queensland
2010-04,18.1,Queensland
2011-04,17.4,Queensland
2012-04,17.3,Queensland
2013-04,16.6,Queensland
2014-04,17.9,Queensland
2015-04,17,Queensland
2016-04,18.5,Queensland
2017-04,16.5,Queensland
2018-04,18,Queensland
2019-04,17.9,Queensland
2020-04,17.9,Queensland
2021-04,16.4,Queensland
2022-04,18,Queensland
2023-04,16.9,Queensland
2010-05,14,Queensland
2011-05,12.8,Queensland
2012-05,12.7,Queensland
2013-05,13.5,Queensland
2014-05,15.1,Queensland
2015-05,13.9,Queensland
2016-05,15,Queensland
2017-05,15.1,Queensland
2018-05,13.9,Queensland
2019-05,14.3,Queensland
2020-05,13.8,Queensland
2021-05,13.9,Queensland
2022-05,17,Queensland
2023-05,11.6,Queensland
2010-06,11.7,Queensland
2011-06,10.3,Queensland
2012-06,12.1,Queensland
2013-06,12.2,Queensland
2014-06,12.6,Queensland
2015-06,12.5,Queensland
2016-06,13.1,Queensland
2017-06,12.9,Queensland
2018-06,11.4,Queensland
2019-06,12.4,Queensland
2020-06,12.5,Queensland
2021-06,11.5,Queensland
2022-06,10.5,Queensland
2023-06,11.3,Queensland
2010-07,11.9,Queensland
2011-07,9.5,Queensland
2012-07,11.1,Queensland
2013-07,12.6,Queensland
2014-07,8.5,Queensland
2015-07,10.2,Queensland
2016-07,12.3,Queensland
2017-07,10.3,Queensland
2018-07,10.8,Queensland
2019-07,11.4,Queensland
2020-07,11.5,Queensland
2021-07,11.2,Queensland
2022-07,10.5,Queensland
2023-07,11.5,Queensland
2010-08,10.9,Queensland
2011-08,11.2,Queensland
2012-08,9.6,Queensland
2013-08,10.8,Queensland
2014-08,11.9,Queensland
2015-08,11.6,Queensland
2016-08,11.8,Queensland
2017-08,10.9,Queensland
2018-08,9.6,Queensland
2019-08,11.7,Queensland
2020-08,11.4,Queensland
2021-08,12,Queensland
2022-08,10.9,Queensland
2023-08,12.7,Queensland
2010-09,15.5,Queensland
2011-09,12.6,Queensland
2012-09,13.4,Queensland
2013-09,14.9,Queensland
2014-09,12.9,Queensland
2015-09,12.8,Queensland
2016-09,15.2,Queensland
2017-09,14.2,Queensland
2018-09,13.9,Queensland
2019-09,14.1,Queensland
2020-09,14.9,Queensland
2021-09,13.7,Queensland
2022-09,14.1,Queensland
2023-09,14.4,Queensland
2010-10,16,Queensland
2011-10,15.9,Queensland
2012-10,15.4,Queensland
2013-10,17,Queensland
2014-10,16.6,Queensland
2015-10,16.3,Queensland
2016-10,15.1,Queensland
2017-10,18.9,Queensland
2018-10,16.7,Queensland
2019-10,16.5,Queensland
2020-10,17,Queensland
2021-10,17.3,Queensland
2022-10,16.7,Queensland
2023-10,16.8,Queensland
2010-11,18.5,Queensland
2011-11,19.9,Queensland
2012-11,18.4,Queensland
2013-11,18.1,Queensland
2014-11,20.7,Queensland
2015-11,19.8,Queensland
2016-11,19.4,Queensland
2017-11,17.7,Queensland
2018-11,18.9,Queensland
2019-11,19.6,Queensland
2020-11,19,Queensland
2021-11,19.1,Queensland
2022-11,17.4,Queensland
2023-11,18.9,Queensland
2010-12,20.5,Queensland
2011-12,18.8,Queensland
2012-12,21,Queensland
2013-12,19.6,Queensland
2014-12,21.2,Queensland
2015-12,20,Queensland
2016-12,21.2,Queensland
2017-12,20.8,Queensland
2018-12,20.8,Queensland
2019-12,21.2,Queensland
2020-12,22.2,Queensland
2021-12,20.3,Queensland
2022-12,18.9,Queensland
2023-12,21.9,Queensland
2010-01,16.8,South Australia
2011-01,17.1,South Australia
2012-01,18.1,South Australia
2013-01,15.7,South Australia
2014-01,17.8,South Australia
2015-01,17,South Australia
2016-01,17.6,South Australia
2017-01,17.8,South Australia
2018-01,18.2,South Australia
2019-01,17.9,South Australia
2020-01,16.3,South Australia
2021-01,16.6,South Australia
2022-01,18.8,South Australia
2023-01,16.9,South Australia
2010-02,18.1,South Australia
2011-02,17.7,South Australia
2012-02,16.8,South Australia
2013-02,17.3,South Australia
2014-02,16.9,South Australia
2015-02,17.5,South Australia
2016-02,16.2,South Australia
2017-02,16.6,South Australia
2018-02,18.1,South Australia
2019-02,16.6,South Australia
2020-02,16.3,South Australia
2021-02,16,South Australia
2022-02,16.6,South Australia
2023-02,16.4,South Australia
2010-03,15.3,South Australia
2011-03,15,South Australia
2012-03,14.7,South Australia
2013-03,17.6,South Australia
2014-03,14.6,South Australia
2015-03,14.3,South Australia
2016-03,16.4,South Australia
2017-03,17,South Australia
2018-03,15.9,South Australia
2019-03,15.5,South Australia
2020-03,15,South Australia
2021-03,14.3,South Australia
2022-03,15.8,South Australia
2023-03,15.1,South Australia
2010-04,13.7,South Australia
2011-04,11.5,South Australia
2012-04,12,South Australia
2013-04,12.5,South Australia
2014-04,12.8,South Australia
2015-04,11,South Australia
2016-04,12.6,South Australia
2017-04,13.1,South Australia
2018-04,14,South Australia
2019-04,13.7,South Australia
2020-04,12.7,South Australia
2021-04,11.4,South Australia
2022-04,14.3,South Australia
2023-04,12.5,South Australia
2010-05,9.9,South Australia
2011-05,9.8,South Australia
2012-05,8.7,South Australia
2013-05,11.7,South Australia
2014-05,11.6,South Australia
2015-05,10,South Australia
2016-05,12.5,South Australia
2017-05,9.1,South Australia
2018-05,11.4,South Australia
2019-05,10.4,South Australia
2020-05,9.1,South Australia
2021-05,9.9,South Australia
2022-05,10.4,South Australia
2023-05,9.8,South Australia
2010-06,7.1,South Australia
2011-06,7.8,South Australia
2012-06,7.2,South Australia
2013-06,8.2,South Australia
2014-06,8.9,South Australia
2015-06,8,South Australia
2016-06,9.2,South Australia
2017-06,5.4,South Australia
2018-06,7.2,South Australia
2019-06,7.6,South Australia
2020-06,6.8,South Australia
2021-06,9.2,South Australia
2022-06,9.6,South Australia
2023-06,10.5,South Australia
2010-07,6,South Australia
2011-07,7.1,South Australia
2012-07,7.5,South Australia
2013-07,8.8,South Australia
2014-07,7.8,South Australia
2015-07,6.8,South Australia
2016-07,8.4,South Australia
2017-07,8.2,South Australia
2018-07,8.4,South Australia
2019-07,9,South Australia
2020-07,5.6,South Australia
2021-07,8.1,South Australia
2022-07,6.7,South Australia
2023-07,7.6,South Australia
2010-08,8,South Australia
2011-08,8.2,South Australia
2012-08,7.4,South Australia
2013-08,9.2,South Australia
2014-08,5.5,South Australia
2015-08,8.1,South Australia
2016-08,7.9,South Australia
2017-08,8,South Australia
2018-08,9.3,South Australia
2019-08,7.3,South Australia
2020-08,7.7,South Australia
2021-08,8.4,South Australia
2022-08,9.1,South Australia
2023-08,8.5,South Australia
2010-09,9,South Australia
2011-09,9.3,South Australia
2012-09,9,South Australia
2013-09,11.7,South Australia
2014-09,9.9,South Australia
2015-09,8.8,South Australia
2016-09,9.7,South Australia
2017-09,10.8,South Australia
2018-09,7.9,South Australia
2019-09,8.4,South Australia
2020-09,11,South Australia
2021-09,9.5,South Australia
2022-09,8.9,South Australia
2023-09,9.7,South Australia
2010-10,10.6,South Australia
2011-10,12.5,South Australia
2012-10,9.6,South Australia
2013-10,11.1,South Australia
2014-10,11.3,South Australia
2015-10,13,South Australia
2016-10,10.5,South Australia
2017-10,12.3,South Australia
2018-10,12.1,South Australia
2019-10,11.8,South Australia
2020-10,11.8,South Australia
2021-10,10.4,South Australia
2022-10,12.4,South Australia
2023-10,10.7,South Australia
2010-11,13.4,South Australia
2011-11,14.3,South Australia
2012-11,14.5,South Australia
2013-11,12.1,South Australia
2014-11,14,South Australia
2015-11,14.1,South Australia
2016-11,12.2,South Australia
2017-11,16.3,South Australia
2018-11,13.3,South Australia
2019-11,12.7,South Australia
2020-11,14.5,South Australia
2021-11,13.1,South Australia
2022-11,13.2,South Australia
2023-11,12.2,South Australia
2010-12,15.5,South Australia
2011-12,15.3,South Australia
2012-12,15.5,South Australia
2013-12,14.6,South Australia
2014-12,14.9,South Australia
2015-12,17.2,South Australia
2016-12,14.9,South Australia
2017-12,15.3,South Australia
2018-12,16.5,South Australia
2019-12,16.6,South Australia
2020-12,14.7,South Australia
2021-12,14.5,South Australia
2022-12,14.9,South Australia
2023-12,15,South Australia
2010-01,12.9,Tasmania
2011-01,13.4,Tasmania
2012-01,13.5,Tasmania
2013-01,13.1,Tasmania
2014-01,12.5,Tasmania
2015-01,13.2,Tasmania
2016-01,14.4,Tasmania
2017-01,13.5,Tasmania
2018-01,14.3,Tasmania
2019-01,14.7,Tasmania
2020-01,13.8,Tasmania
2021-01,12.7,Tasmania
2022-01,14.3,Tasmania
2023-01,14.2,Tasmania
2010-02,13.7,Tasmania
2011-02,11.8,Tasmania
2012-02,13.3,Tasmania
2013-02,13.8,Tasmania
2014-02,13,Tasmania
2015-02,13.4,Tasmania
2016-02,14.4,Tasmania
2017-02,11.8,Tasmania
2018-02,12.8,Tasmania
2019-02,13,Tasmania
2020-02,12.1,Tasmania
2021-02,12.9,Tasmania
2022-02,13.4,Tasmania
2023-02,13.2,Tasmania
2010-03,13.5,Tasmania
2011-03,10.9,Tasmania
2012-03,12,Tasmania
2013-03,13.5,Tasmania
2014-03,12.6,Tasmania
2015-03,9.9,Tasmania
2016-03,12.5,Tasmania
2017-03,12.9,Tasmania
2018-03,12.4,Tasmania
2019-03,12.2,Tasmania
2020-03,10.9,Tasmania
2021-03,11.8,Tasmania
2022-03,12.7,Tasmania
2023-03,11.6,Tasmania
2010-04,10.7,Tasmania
2011-04,10,Tasmania
2012-04,10.4,Tasmania
2013-04,9.4,Tasmania
2014-04,9.7,Tasmania
2015-04,8.9,Tasmania
2016-04,10.8,Tasmania
2017-04,9.8,Tasmania
2018-04,10.1,Tasmania
2019-04,9,Tasmania
2020-04,10.4,Tasmania
2021-04,10.1,Tasmania
2022-04,10.3,Tasmania
2023-04,10.1,Tasmania
2010-05,6.7,Tasmania
2011-05,7.1,Tasmania
2012-05,8.1,Tasmania
2013-05,7.1,Tasmania
2014-05,7.7,Tasmania
2015-05,6.8,Tasmania
2016-05,8.7,Tasmania
2017-05,7.6,Tasmania
2018-05,8.4,Tasmania
2019-05,8.2,Tasmania
2020-05,7.5,Tasmania
2021-05,7.6,Tasmania
2022-05,7.1,Tasmania
2023-05,7.1,Tasmania
